link,published,author,series,rating,charnum,awardnum
/work/4365,(1895),by Thomas Hardy,0,(3.87),11,14
/work/998865,(1996),"by Carroll Ballard (Director), William Lishman (Autobiography)",0,(4.12),1,1
/work/4517484,,by T. Frank Muir,1,(3.16),1,1
/work/6205,(1964),"by Louise Fitzhugh, Louise Fitzhugh",1,(4.07),11,9
/work/179763,(1995),by George Dawes Green,0,(3.56),11,1
/work/6224388,(1966),"by Penny Marshall (Director), Todd Graff (Screenwriter), Allan Scott (Screenwriter)",0,(3),1,1
/work/33943,(1883),by Carlo Collodi,0,(3.72),5,12
/work/35816,(1990),by Valerie Martin,0,(3.64),2,4
/work/5755348,,by Vince Flynn,1,(4.02),2,1
/work/861059,(1994),by John Grisham,0,(3.42),2,1
/work/42405,,by James Lee Burke,1,(3.84),10,1
/work/150146,(1992),by Rosellen Brown,0,(3.48),3,2
/work/816500,(1961),by Kurt Vonnegut,0,(4.1),26,3
/work/56091,,by Jack Higgins,0,(3.34),1,1
/work/7220,(1907),by Joseph Conrad,0,(3.63),10,10
/work/956583,,by Novalyne Price Ellis,0,(4.56),2,1
/work/45488,(1981),by Chris Van Allsburg,1,(4.18),13,15
/work/66235,,by Nicholas Pileggi,0,(3.84),3,1
/work/2228,(1811),by Jane Austen,0,(4.11),18,14
/work/27145,,by Jim Carroll,0,(3.86),1,1
/work/19030,(1992),"by Robert James Waller, Robert James Waller",1,(3.35),8,4
/work/734945,,by Mike Figgis,0,(3.45),3,1
/work/91550,(1992),by Joyce Maynard,0,(3.44),1,1
/work/19812,(1957),by John Wyndham,0,(3.79),5,6
/work/23070,(1990),by Elmore Leonard,1,(3.73),3,5
/work/174785,(1983),by Dick King-Smith,0,(3.94),1,11
/work/1474,(1905),by Frances Hodgson Burnett,0,(4.22),12,7
/work/61171,,by Ann M. Martin,1,(3.62),6,1
/work/11616,(1980),by Michael Crichton,0,(3.27),3,3
/work/35211,(1817),by Sir Walter Scott,1,(3.48),26,5
/work/58240,,by Haruki Murakami,0,(3.83),1,1
/work/43273,(1990),by Walter Mosley,1,(3.81),3,8
/work/6315,(1980),by Lynne Reid Banks,1,(3.73),4,12
/work/10440971,,by Patricia Briggs,1,(4.2),11,1
/work/2264,(1850),"by Nathaniel Hawthorne, Karin Jacobson (Editor)",0,(3.38),7,30
/work/38007,(1992),by Terry McMillan,1,(3.52),11,1
/work/17950,(1991),by Whitney Otto,0,(3.4),1,2
/work/7459,(1992),by Richard Price,0,(4.05),2,2
/work/283417,(1968),by Pete Dexter,0,(3.95),7,1
/work/2335,(1992),by A. S. Byatt,0,(3.56),4,1
/work/122681,(1989),by Rose Tremain,1,(3.79),9,3
/work/23445193,,by Anne Rooney,0,,1,1
/work/4315,,by Dean Koontz,0,(3.51),4,2
/work/93288,(1989),by Beryl Bainbridge,0,(3.66),3,1
/work/1187603,(2002),by Christopher Moore,0,(3.65),6,1
/work/691052,,by Seth J. Margolis,0,(3.64),3,1
/work/4954202,(2008),by Kathi Appelt,0,(3.96),4,10
/work/3580,(1951),by Truman Capote,0,(4.09),6,2
/work/402554,(1990),by Christine Bell,0,(3.55),1,1
/work/553751,,by Donald E. Westlake,0,(3.27),1,1
/work/38337,(1986),by Winston Groom,0,(3.43),20,2
/work/3437,(1976),by Anne Rice,1,(3.83),6,14
/work/155485,(1979),by Jim Harrison,0,(3.89),3,1
/work/8294,(1818),by Mary Shelley,0,(3.81),7,43
/work/40588,(1989),by Tom Clancy,1,(3.74),3,2
/work/35684,(1993),by Michael Crichton,0,(3.42),3,1
/work/861104,(1993),by John Grisham,0,(3.61),4,6
/work/9468398,(1894),by Rudyard Kipling,1,(3.82),42,5
/work/49213,(1967),by Samuel R. Delany,0,(3.31),2,4
/work/13894609,,by Michele Soavi,0,(4),1,1
/work/12978,(1985),"by Anne Rampling, Anne Rice",0,(3.25),3,1
/work/451393,,by Charles Sale,0,(3.67),1,1
/work/5859,(1993),by Richard Russo,0,(4.18),4,2
/work/2070235,(1960),by Louis-Ferdinand Céline,0,(3.78),1,1
/work/8640240,(2009),by N J Cooper,1,(3.2),3,1
/work/71700,,by T. C. Boyle,0,(3.68),13,1
/work/17516424,,by Kar Wai Wong,0,(2),1,1
/work/130138,,by John Muir,0,(4.37),1,1
/work/46639,(1981),by William Boyd,0,(3.7),5,3
/work/12359,(1990),by Michael Crichton,1,(3.92),15,18
/work/6093,(1991),by Peter Hedges,0,(4.12),1,1
/work/122450,(1987),by Anne Fine,0,(3.61),1,2
/work/861125,(1991),by John Grisham,0,(3.74),13,4
/work/1248447,,by Edwin Torres,0,(4.25),1,1
/work/574093,,by Adrian Lyne (Director),0,(3.5),1,1
/work/2237,(1920),by Edith Wharton,0,(4.02),18,22
/work/2770555,(1911),by Frances Hodgson Burnett,0,(4.14),10,14
/work/3035,(1989),by Kazuo Ishiguro,0,(4.19),17,20
/work/12152,(1974),by Piers Paul Read,0,(3.96),16,4
/work/147164,,by Ira Levin,0,(3.04),7,1
/work/861140,(1992),by John Grisham,0,(3.61),11,3
/work/4332132,,"by Brian Gibson, Kate Lanier (Screenwriter), Tina Turner",0,(4.3),2,1
/work/937792,(1993),by Ronald F. Maxwell (Director/Screenwriter),0,(3.96),1,1
/work/26563902,(1955),by Jack Finney,0,(4.01),1,1
/work/4647,(1982),by Isabel Allende,0,(4.08),12,23
/work/4652,(1989),by Amy Tan,0,(3.88),8,15
/work/18918,,by Michael Crichton,0,(3.35),2,1
/work/2668702,,"by Chen Kaige (Director), Bik-Wa Lei (Screenplay), Wei Lu (Screenplay)",0,(3.93),1,1
/work/151736,,by Fred Waitzkin,0,(3.76),2,1
/work/3093889,(1884),by Mark Twain,1,(3.9),3,39
/work/24425,(1989),by Stephen King,0,(3.55),5,2
/work/6519,(1976),by Tom Robbins,0,(3.68),5,2
/work/423978,(1981),by Robert Barnard,0,(3.25),1,1
/work/4143655,(1993),by Adam Simon,1,(1.5),1,1
/work/474242,,by Gerald Petievich,0,(4.5),1,1
/work/883,(1897),by Bram Stoker,0,(3.96),54,31
/work/4599771,(1826),"by James Fenimore Cooper, Edward A. Wilson (Illustrator)",1,(3.47),7,9
/work/6253701,,by Richard Burton (Translator),0,(3.9),1,4
/work/1012032,,"by Robert Redford (Director), Richard Friedenberg (Screenwriter), Norman Maclean (Story), Patrick Markey (Producer), Amalia Mato (Producer) — 1 more, Robert Redford (Producer)",0,(3.84),1,1
/work/598193,(1969),by Giovanni Arpino,0,(3.05),1,3
/work/829005,(1998),by Tom Clancy,1,(3.8),10,1
/work/615779,,by John Lutz,0,(3.33),5,1
/work/7715770,,"by Roman Polanski (Director/Screenwriter), John Brownjohn (Screenwriter)",0,(3.86),1,1
/work/123035,,by Michael Tolkin,0,(3.57),1,3
/work/13289751,(1992),"by Richard Attenborough (Director), Bryan Forbes (Screenwriter), William Goldman (Screenwriter)",0,(4),1,1
/work/71039,(1989),by Bryce Courtenay,1,(4.26),6,4
/work/137801,(1987),by H. F. Saint,0,(4.16),3,1
/work/997479,(1992),"by Brian Henson (Director), Jim Henson (Creator), Jerry Juhl (Screenwriter)",1,(4.23),1,1
/work/5379,(1928),by Virginia Woolf,0,(3.89),4,16
/work/865332,,by Geoff Murphy,0,(4),1,1
/work/3238818,(1989),by Laura Esquivel,1,(3.84),26,8
/work/2796936,,by Donald Bakeer,0,,1,1
/work/17028494,,by Michael Ritchie,0,(3.5),1,1
/work/240276,,by William Wharton,0,(4.13),1,2
/work/83428,(1989),by Oscar Hijuelos,1,(3.58),1,4
/work/25872,,by Dominique Lapierre,0,(3.99),3,4
/work/18372,(1983),by Graham Swift,0,(3.94),6,9
/work/4220836,(1950),"by Jules Dassin, Jo. Eisinger (Screenwriter)",0,(3.79),1,1
/work/85746,(1987),by Josephine Humphreys,0,(3.62),1,1
/work/6052,(1988),by Thomas Harris,1,(4.08),21,20
/work/799400,(1991),"by Steven Spielberg (Director), Jim V. Hart (Screenwriter), Malia Scotch Marmo (Screenwriter)",0,(3.72),2,1
/work/143921,,by John D. MacDonald,0,(3.5),22,2
/work/20034,(1987),by Fannie Flagg,1,(4.12),14,6
/work/53496,(1987),by Nancy Price,0,(3.54),3,1
/work/7177535,,"by Joe Johnston, Danny Bilson (Screenplay), Paul De Meo (Screenplay)",1,(3.46),1,1
/work/16702663,,by Randal Kleiser,0,,1,1
/work/5852,(1959),by William S. Burroughs,0,(3.52),8,12
/work/3186582,(1987),by Roddy Doyle,1,(3.8),6,3
/work/9257804,,by Michael Caton-Jones (Director),0,(3.25),1,1
/work/472806,,by William P. Kennedy,0,(4),1,1
/work/444613,(1990),by Kim Wozencraft,0,(3.5),1,1
/work/3031,(1986),by Pat Conroy,0,(4.1),3,5
/work/429487,(1969),by Richard Neely,0,(3.33),1,1
/work/4784,(1906),by Jack London,0,(3.88),3,3
/work/18040320,,by Joel Schumacher,0,,1,1
/work/46354,(1985),by Brian Moore,0,(3.74),2,2
/work/2024524,,by Emlyn Williams,0,(4),1,1
/work/229520,(1986),by Stephen Coonts,1,(3.76),1,1
/work/146757,,by Calder Willingham,0,(4.13),1,1
/work/16805345,,"by Sylvio Tabet, Don Coscarelli (Writer), Doug Miles (Writer), Andre Norton (Writer), Paul Pepperman (Writer) — 2 more, R. J. Robertson (Writer), Jim Wynorski (Writer)",1,,1,1
/work/2295527,,by Jere R. Hoar,0,(3),1,1
/work/166041,(1954),by Ira Levin,0,(3.79),7,5
/work/6601019,,"by Tammi Salzano, Heather Dakota",0,,1,1
/work/91254,(1965),by Peter Matthiessen,0,(3.91),2,2
/work/440982,(1957),by Chester Himes,1,(3.75),8,6
/work/4005881,(1985),by Nicholas Pileggi,0,(4.08),6,4
/work/2724,,by Stephen King,0,(3.97),6,13
/work/828677,(1984),by Tom Clancy,1,(4),20,6
/work/53434,,by Michael Blake,1,(3.96),3,5
/work/5689,(1973),by Oliver Sacks,0,(3.92),1,3
/work/1499550,,by Walter Wager,0,(3.5),2,1
/work/67730,(1990),by Barry Gifford,1,(3.67),2,1
/work/32144,,by Clive Barker,1,(3.71),13,1
/work/32042,(1987),by Scott Turow,1,(3.87),2,8
/work/318006,(1990),"by Joel Coen (Director/Screenwriter), Ethan Coen (Director/Screenwriter)",0,(3.81),1,1
/work/398745,,by Murray Leinster,1,(4),1,1
/work/10138,(1987),by Tom Wolfe,0,(3.82),6,18
/work/5401,,by Kate Saunders (Editor),0,(3.33),1,1
/work/5141861,(1990),"by Richard Benjamin (Director), June Roberts (Screenplay)",0,(3.9),1,1
/work/8043218,(1989),by George Miller (Director),1,(2.63),1,1
/work/759590,,by Jay Cronley,0,(4.33),1,1
/work/4818,(1989),by John le Carré,0,(3.61),14,1
/work/313078,,by Sarah Bird,0,(3.94),1,1
/work/70629,(1949),by Paul Bowles,0,(3.85),7,11
/work/269453,(1995),by Richard Stevenson,1,(3.81),2,1
/work/215622,(1973),by Brian W. Aldiss,1,(3.05),4,1
/work/959525,(1954),by Joseph Hayes,0,(3.27),1,2
/work/232219,,by William Harrison,0,(4.18),2,1
/work/309447,(1953),by Peter Viertel,0,(4.5),1,1
/work/800441,,by B. J. Hoff,1,(4.1),1,1
/work/2364894,(1964),by Jeff Brown,1,(3.78),5,1
/work/6249201,,by Odhams Press London,1,(5),1,1
/work/13207607,,by Jon Amiel,0,(4),1,1
/work/3946969,,"by Robert Kirkman, Charlie Adlard (Illustrator), Cliff Rathburn (Illustrator)",1,(3.95),12,1
/work/758840,(1989),by Danny DeVito,0,(3.71),1,1
/work/532486,,"by Gus Van Sant (Director), James Fogle (Book)",0,(4),1,1
/work/15028516,,by L C Chase,1,(3.74),2,1
/work/12716,(1997),"by Robert T. Kiyosaki, Sharon L. Lechter",0,(3.61),1,2
/work/1962301,,by John Godey,0,(3),1,1
/work/27399,(1979),by André Brink,0,(3.94),5,5
/work/27196,(1915),by D. H. Lawrence,1,(3.64),4,8
/work/56644,(1966),by Isaac Bashevis Singer,0,(3.91),1,4
/work/2097145,,by Tami Hoag,0,(2.96),1,1
/work/84298,(1985),by Carlos Fuentes,0,(3.5),4,2
/work/114559,(1985),by Bobbie Ann Mason,0,(3.61),2,2
/work/61977,(1989),by Dale Brown,1,(3.48),1,1
/work/652051,(1983),by Roderick Thorp,1,(3.26),1,1
/work/88169,(1981),by Gary K. Wolf,1,(3.45),1,1
/work/258186,(1967),by Akiyuki Nosaka,0,(3.9),1,1
/work/13752220,(1988),"by Garry Marshall (Director), Iris Rainer Dart (Author)",0,(4),1,1
/work/215367,(1911),by Bram Stoker,0,(2.68),1,1
/work/8493,(1955),by Nikos Kazantzakis,0,(4.01),1,4
/work/5068,(1984),by Milan Kundera,0,(4.01),13,21
/work/200476,(1785),"by Rudolf Erich Raspe, Rudolf Erich Raspe (Author)",0,(3.58),15,3
/work/960380,,by Michael Stewart,0,(3.64),1,1
/work/639309,,by Jay Cronley,0,(3.75),1,1
/work/10474,(1984),by Jay McInerney,0,(3.63),5,1
/work/3291149,,"by Fred Schepisi (Director), Robert Caswell (Screenwriter)",0,,1,1
/work/14272205,,by Ken Annakin (Director/Screenwriter),1,(3),1,1
/work/15499,(1938),by Agatha Christie,1,(3.63),13,1
/work/16462925,(1988),by Oliver Stone,0,(5),1,1
/work/60350,(1882),by F. Anstey,0,(3.83),1,1
/work/115961,(1974),by John Nichols,1,(4.14),7,1
/work/12286095,,by Erik Canuel,0,(3.5),1,1
/work/6916627,,by Ken Kolb,0,(3.5),1,1
/work/72473,(1986),by Sue Miller,0,(3.63),4,2
/work/626789,(1981),by Frank Deford,0,(3.92),10,1
/work/1575908,,by Björn Karlsson,0,(3.75),1,1
/work/8360,(1979),by Gustav Hasford,0,(4.28),1,1
/work/74700,(1984),by John Updike,1,(3.3),4,4
/work/280256,(1957),"by Eliot Ness, Oscar Fraley (Author)",0,(3.65),1,1
/work/109376,(1986),by Stephen King,0,(3.6),4,1
/work/7150,(1984),by J.G. Ballard,1,(3.94),12,9
/work/853268,(1987),"by Alan Parker (Director/Screenwriter), William Hjortsberg (Novel), Alan Parker",0,(3.65),1,1
/work/1069904,(1951),by Samuel Beckett,1,(4.14),1,5
/work/262536,(1946),by Kenneth Fearing,0,(3.73),7,3
/work/4398201,(2008),by Zoë Heller,0,(3.52),14,3
/work/11626,(1984),by Frederick Forsyth,0,(3.68),2,1
/work/37306,(1983),by William J. Kennedy,1,(3.82),2,9
/work/19172604,,by Curtis Hanson (Director),0,(3),1,1
/work/21963893,(2018),by Brad Peyton (Director),0,(3.5),1,1
/work/128346,(1984),by Norman Mailer,0,(3.16),1,1
/work/27396,(1984),by Mario Puzo,1,(3.62),3,2
/work/148140,(1982),by James Fox,0,(3.65),7,1
/work/55777,,by Jack Higgins,0,(3.54),4,1
/work/10184,(1985),by Sue Grafton,1,(3.57),24,2
/work/9611266,,by Filmation,0,,1,1
/work/7611025,(1985),"by Adrian Lyne, Sarah Kernochan (Screenwriter), Zalman King (Screenwriter)",0,(3.25),1,1
/work/3607419,(1986),"by Martin Scorsese (Director), Richard Price (Screenwriter)",0,(2.67),1,1
/work/1282743,(1978),by Paula Gosling,0,(3.68),1,2
/work/7931,(1980),by Paul Theroux,0,(3.7),3,5
/work/7992780,(1986),"by Ron Clements (Director), Burny Mattinson (Director), David Michener (Director), John Musker (Director)",1,(3.55),3,1
/work/3599321,(1980),by Jean M. Auel,1,(3.93),33,11
/work/154016,(1983),by Nora Ephron,0,(3.61),3,2
/work/2666128,,"by Gary Nelson (Director), H. Rider Haggard (Author), Gene Quintano (Screenwriter), Lee Reynolds (Writer)",0,(2.67),2,1
/work/24583,(1982),by Lawrence Block,1,(4.03),1,2
/work/564047,,by Ross Macdonald,0,(3.63),1,1
/work/19000,(1966),by James Clavell,1,(4.08),21,1
/work/12590608,(1986),by Jim Goddard (Director),0,,1,1
/work/11165386,(1985),"by Gus Van Sant (Director), Walt Curtis (Writer)",0,,1,1
/work/8100,(1940),by Richard Wright,0,(3.93),14,23
/work/7944698,,"by Ron Howard (Director), Tom Benedek (Screenwriter)",0,(3.5),1,1
/work/344580,,by Gerald Petievich,0,(3.8),4,1
/work/32163,(1974),by Gregory Mcdonald,1,(3.77),8,3
/work/701667,(1985),"by Richard Donner (Director), Tom Mankiewicz (Screenwriter)",0,(3.85),1,1
/work/5943,(1964),by Lloyd Alexander,1,(4.01),9,6
/work/773056,,by George Barr McCutcheon,0,(3.69),16,1
/work/12431960,,by Michael Cimino,0,(3.5),1,1
/work/60158,(1981),by Craig Harrison,0,(4.03),1,1
/work/7719176,(1985),by Paul Schrader (Director),0,(5),1,1
/work/55090,(1885),by Henry Rider Haggard,1,(3.63),11,10
/work/71011,(1964),by Jane Rule,0,(3.68),3,1
/work/59077,,by Bill Willingham,1,(4.13),36,1
/work/17511,(1988),by David Eddings,1,(3.77),19,2
/work/42361,(1978),by Susan Isaacs,1,(3.65),1,1
/work/189699,,by Elmore Leonard,0,(3.64),1,1
/work/323382,(1980),by Mordecai Richler,0,(3.76),29,1
/work/4041453,(1965),by Frank Herbert,1,(4.27),26,31
/work/1906664,,by Harry Grey,0,(3.45),1,1
/work/1174144,(1979),by Michael Ende,0,(4.15),18,9
/work/7132,,by Arthur C. Clarke,1,(3.6),17,3
/work/24193,(1980),by Stephen King,0,(3.64),6,6
/work/9151975,,by Taylor Hackford,0,(3.5),1,1
/work/149023,(1952),by Bernard Malamud,0,(3.65),8,2
/work/7724581,,by Francis Ford Coppola,0,(3.67),1,1
/work/63948,(1978),by William Wharton,0,(4.01),1,3
/work/5162,(1981),by John Irving,0,(3.86),12,2
/work/2156470,(1924),by E. M. Forster,0,(3.76),10,29
/work/18714538,,by Russell Mulcahy,0,(3.5),1,1
/work/791818,(1969),"by John Brunner, Lin Carter (Author)",1,(3.38),1,1
/work/7947,(1944),by W. Somerset Maugham,0,(4.08),8,5
/work/18046014,,"by Stuart Rosenberg, Vincent Patrick (Screenwriter)",0,(1),1,1
/work/313691,(2004),by Suzanne Brockmann,1,(3.9),4,2
/work/1036473,,"by Robert Kirkman, Charlie Adlard (Inker), Cliff Rathburn (Illustrator)",1,(4.01),15,1
/work/15179344,,by Stephen King,1,(3.94),10,4
/work/22993,(1967),by S. E. Hinton,0,(4.03),14,11
/work/1914870,(1983),"by Brian De Palma (Director), Oliver Stone (Screenwriter)",0,(3.86),1,1
/work/35808,(1983),by Stephen King,0,(3.54),12,3
/work/6608,(1966),by Jean Shepherd,0,(3.98),1,1
/work/2211231,(1983),by John Glen (Director),1,(3.25),1,1
/work/14345783,,"by Joe Alves (Director), Richard Matheson (Writer)",1,,1,1
/work/3185,(1981),by Stephen King,0,(3.44),10,6
/work/2934,(1979),by Stephen King,0,(3.79),15,6
/work/3397,(1963),by Ray Bradbury,1,(3.96),11,11
/work/42485,(1975),by Larry McMurtry,1,(3.88),8,2
/work/124717,(1975),by S. E. Hinton,0,(3.67),4,2
/work/32248,(1981),by F. Paul Wilson,1,(3.77),16,1
/work/43473,(1976),by Harold Robbins,0,(2.52),1,1
/work/38344,(1981),by Martin Cruz Smith,1,(3.88),8,8
/work/49653,(1972),by Robert Ludlum,0,(3.43),1,1
/work/14854278,,by Brian G. Hutton (Director),0,,1,1
/work/625707,(1944),by Magdalen King-Hall,0,(4.25),3,1
/work/6537467,,by Blue Oyster Cult,0,(3.75),1,1
/work/17050596,,"by Douglas Preston, Lincoln Child",1,(3.72),7,1
/work/429132,,by James McLendon,0,(3.8),1,1
/work/881,(1968),by Philip K. Dick,1,(3.95),22,13
/work/396898,(1972),by David Morrell,1,(3.89),10,1
/work/7326,(1979),by William Styron,0,(4.13),13,17
/work/13590299,,"by Sidney J. Furie (Director), Frank De Felitta (Writer)",0,(3.75),1,1
/work/3038018,(1982),by Don Coscarelli (Director),1,(3.88),1,1
/work/63766,,by Christopher J. Koch,0,(3.91),5,2
/work/38389,(1971),by Robert C. O'Brien,1,(4.18),7,16
/work/18689,(1977),by Craig Thomas,1,(3.59),1,1
/work/5144215,(2008),by Michael Connelly,1,(3.87),8,4
/work/5178,(1978),by John Irving,0,(4.08),15,18
/work/20998998,(1968),by Peter S. Beagle,1,(4.22),8,7
/work/30059,(1941),by Agatha Christie,1,(3.73),14,1
/work/23807110,,by Clive Cussler,1,(4.34),1,1
/work/426731,,by Peter Temple,1,(3.87),1,1
/work/12998150,(1982),"by Clint Eastwood (Director/Cast), Clancy Carlile (Screenwriter)",0,(1),1,1
/work/3648378,(1945),by John Steinbeck,1,(4.04),17,2
/work/70741,(1977),by Mary Higgins Clark,0,(3.65),5,2
/work/98813,,by Alan Colmes,0,(3.19),1,1
/work/137646,,by Tom Sullivan,0,(4.05),1,1
/work/16877095,,by Anne Piper,0,,1,1
/work/365004,,by Gary Brandner,1,(3.76),1,1
/work/43286,,by Ian Fleming,1,(3.46),1,1
/work/2573519,(1967),by Daniel P. Mannix,0,(4.17),1,2
/work/1562126,,by Julie Elizabeth Leto,0,(4),1,1
/work/12504,(1934),by James M. Cain,0,(3.72),7,12
/work/214526,(1911),by J.-H. Rosny aîné,1,(3.73),5,2
/work/9214710,,by Harold Becker (Director),0,(3.57),1,1
/work/101173,,by Alan Moorehead,0,(3.98),1,2
/work/60695,,by Whitley Strieber,0,(3.68),5,1
/work/23117,(1969),by Ursula K. Le Guin,1,(4.05),2,26
/work/12286134,,by Ivan Passer (Director),0,(3),1,1
/work/16902059,,by Nicholas Stoller (Director),0,(1.25),1,1
/work/257339,(1977),by John Gregory Dunne,0,(3.67),6,1
/work/90655,(1979),by Robin Cook,0,(3.26),1,1
/work/24873280,,,0,,1,1
/work/2554470,(2004),by Anne Tyler,0,(3.57),1,4
/work/6050,(1977),by Stephen King,1,(4.12),7,16
/work/885007,(1908),by H. de Vere Stacpoole,1,(3.73),1,1
/work/5867,(1976),by Judith Guest,0,(3.83),5,8
/work/1811968,(1980),by Jeannot Szwarc (Director),0,(4),1,1
/work/2661011,,by William Friedkin,0,(4),1,1
/work/18244,(1940),by Carson McCullers,0,(3.96),9,20
/work/433884,,by Paul Brodeur,0,(3.6),1,1
/work/12521801,,by Robert Ward,0,(5),1,1
/work/1131906,(2005),by Victoria Hislop,1,(3.76),8,3
/work/24444777,,by James Goldstone (Director),0,,1,1
/work/14784289,,by Becca Andre,1,(3.94),1,1
/work/303025,(1977),by Joseph Wambaugh,0,(3.7),1,1
/work/748566,,by Edward Gorman,1,(3.5),1,1
/work/10762830,(1979),"by Francis Ford Coppola (Director), Francis Ford Coppola (Screenwriter), John Milius (Screenwriter)",0,(4),1,4
/work/1362699,(1965),by Sol Yurick,0,(3.37),8,1
/work/62213,,by Ian Fleming,1,(3.55),5,1
/work/2374090,(1979),by Robert Benton (Director),0,(3.39),1,3
/work/1817318,,by J. Campbell Bruce,0,(3.37),5,1
/work/7189,(1891),by Thomas Hardy,0,(3.82),3,19
/work/4915,(1941),"by Walter Farley, Michel Faure, Robert Genin",1,(4.04),3,3
/work/3765930,,"by George Seaton (Director), Jerry Jameson (Director), David Lowell Rich (Director), Jack Smight (Director)",0,,1,1
/work/10740649,(2011),by S. J. PARRIS,1,(3.77),20,1
/work/10187,(1978),by Sidney Sheldon,0,(3.56),1,1
/work/17833941,,by J. P. Bowie,1,(3.5),1,1
/work/92653,(1978),by Graham Greene,0,(3.86),2,4
/work/2970534,(1894),by Anthony Hope,1,(3.74),17,5
/work/4607155,,"by Don Siegel (Director), Daniel Mainwaring (Screenwriter)",0,(3.77),1,1
/work/29995,,by Agatha Christie,1,(3.92),17,3
/work/20410,(1900),by L. Frank Baum,1,(3.87),22,14
/work/4809,(1975),by Michael Crichton,0,(3.76),5,2
/work/15930328,,by Ulu Grosbard (Director),0,,1,1
/work/15774456,,"by Steve Rash (Director), Robert Gittler (Screenwriter)",0,(4.17),1,1
/work/25267351,,by William Friedkin (Director),0,,1,1
/work/558221,,by Roger L. Simon,1,(3.5),1,2
/work/151679,(1963),by James A. Michener,0,(3.68),1,2
/work/38539,,"by Ian Fleming, Vivienne Michel (Author)",1,(3.09),5,1
/work/11744,,by Cornelius Ryan,0,(4.14),8,2
/work/22341293,,"by Rivers Solomon, Daveed Diggs, William Hutson, Jonathan Snipes",0,(3.84),2,10
/work/308736,(1959),by Margery Sharp,1,(3.88),4,2
/work/1002505,(1950),by Georges Arnaud,0,(4.02),1,1
/work/2308923,,by Lillian Hellman,0,(3),1,1
/work/12286130,,"by Sam Peckinpah (Director), Julius J. Epstein (Screenwriter)",0,(3.43),1,1
/work/299323,(1974),by William Goldman,1,(3.84),1,1
/work/27188,(1963),by Walter Tevis,0,(3.83),2,1
/work/4055967,(1941),by F. Scott Fitzgerald,0,(3.45),5,1
/work/24251,(1974),by Peter Benchley,1,(3.61),4,2
/work/2122,(1962),by Ken Kesey,0,(4.16),31,21
/work/113803,(1844),by William Makepeace Thackeray,0,(3.55),1,3
/work/69475,(1967),by Joan Lindsay,1,(3.76),10,1
/work/4807,(1972),by Trevanian,1,(3.69),1,2
/work/429502,(1974),by James Grady,1,(3.79),1,2
/work/8387386,(1888),by Rudyard Kipling,0,(3.47),2,1
/work/9784168,,by Joel Bauer,0,(4),1,1
/work/690192,,"by Mel Brooks (Director/Screenwriter), Gene Wilder (Screenwriter)",0,(4.35),1,2
/work/4808,(1969),by Mario Puzo,1,(4.18),25,12
/work/108681,(1965),by Ian Fleming,1,(3.27),17,1
/work/53549,,by Richard Martin Stern,0,(3.12),1,1
/work/38484,(1971),by William Peter Blatty,1,(3.9),6,13
/work/9652813,,"by Robin Hardy (Director), Anthony Shaffer (Screenplay), Anthony Shaffer (Screenwriter)",0,(4.18),1,1
/work/43311,(1954),by Ian Fleming,1,(3.43),7,1
/work/48796,(1966),by Harry Harrison,0,(3.61),4,5
/work/15087,(1953),by Raymond Chandler,1,(4.16),13,14
/work/1155053,(1994),by Kathleen Weidner Zoehfeld,1,(3.94),1,1
/work/8867056,(1972),"by Sam Peckinpah (Director), Walter Hill (Screenwriter)",0,(3.33),1,1
/work/69712,(1970),by James Dickey,0,(3.9),4,13
/work/619306,(1969),by Paul Gallico,0,(3.46),1,1
/work/815789,(1972),by Alfred Hitchcock,0,(3.43),1,1
/work/1473,(1962),by Anthony Burgess,0,(4),11,35
/work/43275,,by Ian Fleming,1,(3.44),10,1
/work/72810,,by Larry McMurtry,1,(3.91),16,2
/work/6194434,,"by William Friedkin (Director), Ernest Tidyman (Screenwriter)",0,(3.88),1,6
/work/581375,(1961),by Kenneth Cook,0,(4.06),1,1
/work/8442,(1939),by Dalton Trumbo,0,(4.17),8,3
/work/39891,(1968),"by Richard Hooker, Richard Hooker",1,(3.81),8,1
/work/42295,(1970),by Erich Segal,1,(3.36),5,7
/work/69661,,by Arthur Hailey,0,(3.55),11,3
/work/2071405,(1964),"by Thomas Berger, Thomas Berger",1,(4.15),1,5
/work/704980,(1970),by Michael Avallone,1,(3.19),1,1
/work/4751228,(1970),by Bernardo Bertolucci (Director),0,(3.8),1,1
