Link,Title_x,Release_Date,ViewRating_x,Runtime_x,Genres_x,Description_x,Title_y,ViewRating_y,Genres_y,Budget,DomesticGross,WorldwideGross,Description_y,Keywords,Runtime_y
/title/tt3671542/,Holding the Man,(2015),Unrated,127 min,"Biography, Drama, Romance","The warm, funny and achingly sad story of the 15-year-long love affair between Timothy Conigrave and the boy he fell in love with at high school, John Caleo.",,,,,,,,,
/title/tt4337690/,90 Minutes in Heaven,(2015),PG-13,121 min,Drama,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",,,,,,,,,
/title/tt4061010/,Blackway,(2015),R,90 min,Thriller,An ex-logger comes to the aid of a woman who returns to her hometown in the Pacific Northwest and finds herself harassed and stalked by a former cop turned crime lord.,,,,,,,,,
/title/tt1226766/,The Great Gilly Hopkins,(2015),PG,99 min,"Comedy, Drama, Family",12-year-old wisecracking Gilly Hopkins finds herself shuffled from foster home to foster home until she meets Maime Trotter.,,,,,,,,,
/title/tt4413338/,Abzurdah,(2015), ,90 min,"Biography, Drama, Romance","Cielo, a wealthy middle-class teenager, meets an older man online and falls obsessively in love. The relationship grows unstable, as she starts reaching unsustainable limits of physical and mental self-destruction.",,,,,,,,,
/title/tt2711898/,Journal d'une femme de chambre,(2015),Not Rated,96 min,Drama,A scheming servant works for a wealthy couple in France during the late 19th century.,,,,,,,,,
/title/tt4035268/,Cosmos,(2015),Not Rated,103 min,"Comedy, Crime, Drama","A young man, hoping to write a novel, visits a French guest-house with a friend, he but finds himself distracted by a strange mystery and the stranger inhabitants of the home.",,,,,,,,,
/title/tt3397754/,Ten Thousand Saints,(2015),R,113 min,"Comedy, Drama, Music","Set in the 1980s, a teenager from Vermont moves to New York City to live with his father in East Village.",,,,,,,,,
/title/tt4298958/,Sweet Bean,(2015),Not Rated,113 min,Drama,"Burdened with a heavy and ever-increasing debt, a dorayaki baker hires a kind ageing woman, after tasting her delicious surprise. Little by little, she unravels her beautiful inner world. Could she be holding the secret to his success?",,,,,,,,,
/title/tt2552394/,Barney Thomson,(2015),Unrated,96 min,"Comedy, Crime","Barney Thomson (Robert Carlyle), awkward, diffident, Glasgow, Scotland barber, lives a life of desperate mediocrity and his uninteresting life is about to go from 0 to 60 in five seconds, as he enters the grotesque and comically absurd world of the serial killer.",,,,,,,,,
/title/tt2474958/,Kill Your Friends,(2015),Not Rated,103 min,"Comedy, Crime, Music",An A&R man working at the height of the Britpop music craze goes to extremes in order to find his next hit.,,,,,,,,,
/title/tt2741564/,Angelica,(2015), ,95 min,"Drama, Thriller",A couple living in Victorian London endure an unusual series of psychological and supernatural happenings following the birth of their child.,,,,,,,,,
/title/tt2243260/,Swung,(2015), ,87 min,"Comedy, Drama, Romance","When an encounter with the swinging scene has an unexpected impact on David's impotence, Alice thinks she might have found the solution to all their problems, but the poly-amorous world is a difficult place for a love story to flourish.",,,,,,,,,
/title/tt4235644/,The Empire of Corpses,(2015),TV-MA,120 min,"Animation, Sci-Fi, Thriller","After breaking the law of reanimating human corpses, young Watson has to either work for the government or face punishment. He has to go on a secret mission, to find the notes of Viktor Frankenstein, who reanimated the first human corpse.",,,,,,,,,
/title/tt2262161/,Sunset Song,(2015),R,135 min,Drama,The daughter of a Scottish farmer comes of age in the early 1900s.,,,,,,,,,
/title/tt3306858/,Als wir träumten,(2015), ,117 min,Drama,"In 1990s east Germany, three boys are in love with techno music and start their own club.",,,,,,,,,
/title/tt4159182/,The Lady in the Car with Glasses and a Gun,(2015),Not Rated,93 min,"Crime, Drama, Mystery","A woman must find out about a crime she is implicated, to prove her innocence.",,,,,,,,,
/title/tt2420166/,The World Made Straight,(2015),R,119 min,Drama,"In a rural Appalachian community haunted by the legacy of a Civil War massacre, a rebellious young man struggles to escape the violence that would bind him to the past.",,,,,,,,,
/title/tt2909116/,Wolf Totem,(2015),PG-13,121 min,"Adventure, Drama","During China's Cultural Revolution, a young urban student is sent to live with Mongolian herders, where he adopts a wolf cub.",,,,,,,,,
/title/tt5057982/,Di san zhong ai qing,(2015),TV-PG,113 min,"Drama, Romance","The love story of Lin Qi Zheng (Song Seung-Heon), who is from a rich family, and Zhou Yu (Yifei Liu) who is a smart and beautiful lawyer.",,,,,,,,,
/title/tt3582040/,Boomerang,(I) (2015), ,101 min,"Drama, Romance",A secret kept in the past can change everything in the present for Antoine Rey's family.,,,,,,,,,
/title/tt1369667/,Me and Kaminski,(2015), ,124 min,"Comedy, Drama","Young journalist Sebastian Zöllner is writing an article on artist Manuel Kaminski. Zöllner hopes that Kaminski dies soon, so that he can cash in on his article.",,,,,,,,,
/title/tt4842814/,The Inerasable,(2015), ,107 min,Horror,"An author of mystery-novels helps a student to uncover the tragic story of the people who lived in her apartment before which is filled with anger, hatred, murder and suicide.",,,,,,,,,
/title/tt4425152/,Girls Lost,(II) (2015),Not Rated,106 min,"Crime, Drama, Fantasy",Nectar from a magic flower allows three girls to live as boys for a while.,,,,,,,,,
/title/tt3298600/,The Midwife,(2015), ,119 min,"Drama, Romance, War","A Finnish midwife falls in love with a German-Finnish SS-officer during the Lapland War, in the middle of WWII.",,,,,,,,,
/title/tt3459906/,The Escape,(2015), ,96 min,Drama,A Dutch woman escapes her family life in search for happiness in the Portuguese Algarve.,,,,,,,,,
/title/tt2828884/,Hoovey,(2015),PG,91 min,Drama,,,,,,,,,,
/title/tt2171791/,"Black Dog, Red Dog",(2015), ,85 min,"Drama, Family, Thriller",,,,,,,,,,
/title/tt4851640/,The Final Master,(2015),Not Rated,109 min,"Action, Drama","A Wing Chun master has to defeat 8 martial arts schools to open his own school, yet he has become a chess piece to the local power dynamics.",,,,,,,,,
/title/tt3615204/,Harmony,(2015),R,119 min,"Animation, Sci-Fi, Thriller","In an utopian, futuristic world, where humanity has acquired eternal life, a young high ranked agent of the world's leading health company investigates a wave of suicides.",,,,,,,,,
/title/tt3596952/,Wondrous Boccaccio,(2015), ,120 min,"Comedy, Drama, History",A group of ten young friends hide out from a deadly disease in the countryside during the 1300's.,,,,,,,,,
/title/tt4192636/,Forget Me Not,(2015), ,94 min,"Drama, Romance",,,,,,,,,,
/title/tt3845822/,De Boskampi's,(2015), ,102 min,"Comedy, Crime, Family",Rik Boskamp is dreaming of a different life where he's not constantly bullied in and one in which his father is not a total loser.,,,,,,,,,
/title/tt3646344/,Sworn Virgin,(2015),Unrated,84 min,Drama,"Years after declaring her eternal virginity and opting to live life as a man in the mountains of Albania, Hana looks to return to living as a woman as she settles into a new existence in modern-day Milan.",,,,,,,,,
/title/tt3950488/,Black Beauty,(2015),PG,86 min,"Adventure, Family","A father allows his daughter to spend the summer with her grandfather rehabilitating an injured horse, and they learn that love and trust can heal anything.",,,,,,,,,
/title/tt1382727/,Second Origin,(2015), ,106 min,"Adventure, Horror, Sci-Fi",Alba (age 20) and Dídac (age 10) are the only survivors of a catastrophe that has devastated the planet. Their survival will mark a new beginning for humanity.,,,,,,,,,
/title/tt4144206/,Albert,(II) (2015),Not Rated,81 min,"Animation, Action, Adventure","The nice town Kellyville is too small to accommodate the world's worst scoundrels, Albert and Egon, who decides to go out in the world.",,,,,,,,,
/title/tt1847672/,Remainder,(2015), ,103 min,Drama,"A large black box crashes through the sky, landing on a man's head. He spends months recovering, having lost all memory. After a multi-million pound settlement, he becomes increasingly extravagant in enacting fragments of memory.",,,,,,,,,
/title/tt2251828/,Territoriya,(2015), ,157 min,"Adventure, Drama",,,,,,,,,,
/title/tt1847529/,Ladygrey,(2015),Unrated,109 min,Drama,"Ten years after the end of apartheid, a South African community tries to live without recalling the violent clashes of the past. But when the silence is suddenly broken, some of the most innocent citizens may be in peril.",,,,,,,,,
/title/tt5104080/,The Heaven None Missed,(2015),TV-14,125 min,"Drama, Romance",An architect and also a married man was forced to marry a depressed woman in order to save her life. This caused various conflicts within his marriage life start to happen.,,,,,,,,,
/title/tt4179040/,De Reünie,(2015), ,99 min,"Drama, Mystery","Sabine is looking for the truth behind the disappearance of her best friend twenty years ago. An encounter with Olaf, a handsome man she met in her teenage years, and the announcement of a high school reunion turns her life upside down.",,,,,,,,,
/title/tt3545324/,The Grief of Others,(2015), ,103 min,Drama,,,,,,,,,,
/title/tt4313614/,The Very Private Life of Mister Sim,(2015), ,102 min,"Comedy, Drama",,,,,,,,,,
/title/tt4242112/,Pinocchio,(II) (2015), ,96 min,"Family, Fantasy","Pinocchio's reckless and wild escapades lead him into a series of crazy adventures, from joining the circus to visit the insides of a whale.",,,,,,,,,
/title/tt4872210/,High Speed! Free! Starting Summer,(2015), ,110 min,"Animation, Drama, Sport",Four new friends join the swim team and work to be the best medley team.,,,,,,,,,
/title/tt4481340/,Treasure Island,(2015), ,150 min,Adventure,A theatre adaptation of the well known story of Jim Hawkins and his adventures in search of Treasure Island.,,,,,,,,,
/title/tt3712088/,Astragal,(2015), ,96 min,"Drama, Romance","L'Astragale is a 2015 French drama film directed by Brigitte Sy. It is the second film adaptation of the 1965 semi-autobiographical novel L'Astragale by Albertine Sarrazin, after Guy Casaril's L'Astragale.",,,,,,,,,
/title/tt4653486/,Aurélie Laflamme: Les pieds sur terre,(2015), ,113 min,"Comedy, Romance","Follows the adventures of Aurélie Laflamme who is now a teenager, entering the final year of high school.",,,,,,,,,
/title/tt4360406/,Pink and Gray,(2015), ,119 min,"Drama, Mystery",,,,,,,,,,
/title/tt4741354/,The Fear,(2015), ,93 min,"Drama, War","A young soldier testifies of his thoughts about the first world war, between disillusion, fear and hate, following his path through the letters he sends to his lover.",,,,,,,,,
/title/tt4280056/,The Pasta Detectives 2,(2015), ,94 min,"Adventure, Comedy, Family",,,,,,,,,,
/title/tt4680278/,For the Hopeless Romantic,(2015), ,105 min,"Comedy, Drama, Romance",A student writer struggles to find a happy ending for her romantic story when her own real life romance falls apart.,,,,,,,,,
/title/tt4170472/,Mountain Cry,(2015), ,107 min,"Action, Drama, Romance",,,,,,,,,,
/title/tt3868430/,Dodgeball,(2015), , ,"Comedy, Drama",,,,,,,,,,
/title/tt5247736/,Anil Bagchir Ekdin,(2015), ,120 min,"Drama, War",,,,,,,,,,
/title/tt3500068/,"Trenk, the Little Knight",(2015), ,75 min,"Animation, Adventure, Comedy",,,,,,,,,,
/title/tt4841648/,The Chosen: Forbidden Cave,(2015), ,105 min,"Horror, Thriller",An exorcist and his assistant try to free a young woman from her bizarre possession and release a much more fatal evil.,,,,,,,,,
/title/tt3796754/,K,(II) (2015), ,88 min,Drama,A stranger claiming to be a land surveyor arrives at a remote frontier village governed by a nearby castle and fights to gain the acceptance of the villagers.,,,,,,,,,
/title/tt4054502/,Det borde finnas regler,(2015), ,89 min,Drama,,,,,,,,,,
/title/tt4386356/,Dad in Training,(2015), ,97 min,"Comedy, Drama","Following the breakdown of his marriage, a self-involved man begins to embrace fatherhood.",,,,,,,,,
/title/tt4061314/,Twisted Pieces,(2015), ,93 min,Thriller,'Ex-Seal hunts a demonic surgeon who abducts people for human 'trophies' to sell to the highest bidder',,,,,,,,,
/title/tt3560464/,Chasuke's Journey,(2015), ,106 min,"Action, Comedy, Fantasy",,,,,,,,,,
/title/tt5532160/,Ninguém Ama Ninguém por Mais de Dois Anos,(2015), ,86 min,"Comedy, Drama",,,,,,,,,,
/title/tt3475540/,Chasing Grace,(2015),TV-PG,96 min,Drama,"A tragedy sets into motion a complex betrayal between two brothers, while exposing a secret no one wants to face.",,,,,,,,,
/title/tt5274666/,Villads fra Valby,(2015), ,78 min,"Comedy, Family","The film follows 6-year-old Villads in school and at home. Villads often runs into trouble because he loves to play, and most of the times the rules of Villads' playing are in conflict with the rules of the adults.",,,,,,,,,
/title/tt4520338/,Let Them Come,(2015), ,95 min,"Drama, War",,,,,,,,,,
/title/tt4719202/,Estive em Lisboa e Lembrei de Você,(2015), ,94 min,Drama,,,,,,,,,,
/title/tt4511452/,The Little Man,(2015), ,84 min,"Comedy, Family, Fantasy",,,,,,,,,,
/title/tt3059702/,Wilson City,(2015),Not Rated,115 min,"Adventure, Comedy, Crime",,,,,,,,,,
/title/tt5136164/,"Iqbal, a Tale of a Fearless Child",(2015), ,87 min,"Animation, Family",,,,,,,,,,
/title/tt3628898/,Samu Life,(2015), ,118 min,"Biography, Drama",,,,,,,,,,
/title/tt4844522/,The Actor,(2015), ,123 min,Comedy,"Supporting actor Takuji Kameoka is a thirty-seven-year-old single man whose most frequent companion is alcohol. Things change when he meets a bar owner one day, it is love at first sight and the man is at another junction in his life.",,,,,,,,,
/title/tt4146336/,Zutaboro,(2015), ,110 min,Comedy,,,,,,,,,,
/title/tt3041342/,Mindplant: Trimorphia,(2015), ,110 min,"Sci-Fi, Thriller",,,,,,,,,,
/title/tt2267998/,Gone Girl,(2014),R,149 min,"Drama, Mystery, Thriller","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",,,,,,,,,
/title/tt1790864/,The Maze Runner,(2014),PG-13,113 min,"Action, Mystery, Sci-Fi","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",,,,,,,,,
/title/tt1631867/,Edge of Tomorrow,(2014),PG-13,113 min,"Action, Adventure, Sci-Fi","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",,,,,,,,,
/title/tt1840309/,Divergent,(2014),PG-13,139 min,"Action, Adventure, Mystery","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",,,,,,,,,
/title/tt2310332/,The Hobbit: The Battle of the Five Armies,(2014),PG-13,144 min,"Adventure, Fantasy",Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,,,,,,,,,
/title/tt1951265/,The Hunger Games: Mockingjay - Part 1,(2014),PG-13,123 min,"Action, Adventure, Sci-Fi","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",,,,,,,,,
/title/tt0458481/,Sin City: A Dame to Kill For,(2014),R,102 min,"Action, Crime, Thriller",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,,,,,,,,,
/title/tt1809398/,Unbroken,(I) (2014),PG-13,137 min,"Action, Biography, Drama",,,,,,,,,,
/title/tt1686821/,Vampire Academy,(2014),PG-13,104 min,"Action, Comedy, Drama","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",,,,,,,,,
/title/tt2582846/,The Fault in Our Stars,(2014),PG-13,126 min,"Drama, Romance",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,,,,,,,,,
/title/tt1791528/,Inherent Vice,(2014),R,148 min,"Comedy, Crime, Drama","In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.",,,,,,,,,
/title/tt1638002/,"Love, Rosie",(2014),R,102 min,"Comedy, Romance","Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",,,,,,,,,
/title/tt1109624/,Paddington,(2014),PG,95 min,"Animation, Adventure, Comedy","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",,,,,,,,,
/title/tt0365907/,A Walk Among the Tombstones,(2014),R,114 min,"Action, Crime, Drama",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,,,,,,,,,
/title/tt0435651/,The Giver,(2014),PG-13,97 min,"Drama, Romance, Sci-Fi","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",,,,,,,,,
/title/tt2402157/,The November Man,(2014),R,108 min,"Action, Thriller",An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level C.I.A. officials and the Russian President-elect.,,,,,,,,,
/title/tt1646971/,How to Train Your Dragon 2,(2014),PG,102 min,"Animation, Action, Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",,,,,,,,,
/title/tt2318092/,Endless Love,(2014),PG-13,104 min,"Drama, Romance",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,,,,,,,,,
/title/tt1121096/,Seventh Son,(I) (2014),PG-13,102 min,"Action, Adventure, Fantasy","When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.",,,,,,,,,
/title/tt1371150/,This Is Where I Leave You,(2014),R,103 min,"Comedy, Drama","After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens.",,,,,,,,,
/title/tt1972779/,The Best of Me,(2014),PG-13,118 min,"Drama, Romance",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,,,,,,,,,
/title/tt2316801/,Beauty and the Beast,(2014),PG-13,112 min,"Drama, Family, Fantasy",An unexpected romance blooms after the the youngest daughter of a merchant who has fallen on hard times offers herself to the mysterious beast to which her father has become indebted.,,,,,,,,,
/title/tt3316960/,Still Alice,(2014),PG-13,101 min,Drama,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.,,,,,,,,,
/title/tt2467046/,Left Behind,(I) (2014),PG-13,110 min,"Action, Fantasy, Sci-Fi",A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,,,,,,,,,
/title/tt1355630/,If I Stay,(2014),PG-13,107 min,"Drama, Fantasy, Music","Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",,,,,,,,,
/title/tt2205401/,Addicted,(I) (2014),R,106 min,"Drama, Thriller",A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,,,,,,,,,
/title/tt1726592/,Before I Go to Sleep,(2014),R,92 min,"Drama, Mystery, Thriller","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",,,,,,,,,
/title/tt2980648/,The Hundred-Foot Journey,(2014),PG,122 min,"Comedy, Drama",The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.,,,,,,,,,
/title/tt2398231/,The Homesman,(2014),R,122 min,"Drama, Western","Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.",,,,,,,,,
/title/tt1837709/,Winter's Tale,(2014),PG-13,118 min,"Drama, Fantasy, Mystery","A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",,,,,,,,,
/title/tt1972571/,A Most Wanted Man,(2014),R,122 min,"Crime, Drama, Thriller","A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.",,,,,,,,,
/title/tt1247690/,Serena,(I) (2014),R,109 min,"Drama, History, Romance","In Depression-era North Carolina, the future of George Pemberton's timber empire becomes complicated when he marries Serena.",,,,,,,,,
/title/tt1626146/,Hector and the Search for Happiness,(2014),R,114 min,"Adventure, Comedy, Drama",A psychiatrist searches the globe to find the secret of happiness.,,,,,,,,,
/title/tt3140100/,Department Q: The Absent One,(2014),Not Rated,119 min,"Crime, Drama, Mystery","The murder of young twins initially implicates a group of upper class students as the killers, though the case takes a turn or two from its starting point.",,,,,,,,,
/title/tt0900387/,Suite Française,(2014), ,107 min,"Drama, Romance, Thriller",,,,,,,,,,
/title/tt2180994/,A Good Marriage,(2014),R,102 min,"Crime, Drama, Thriller","After 25 years of a good marriage, what will Darcy do once she discovers her husband's sinister secret?",,,,,,,,,
/title/tt3398268/,When Marnie Was There,(2014),PG,103 min,"Animation, Drama, Family","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",,,,,,,,,
/title/tt0787474/,The Boxtrolls,(2014),PG,96 min,"Animation, Adventure, Comedy",A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.,,,,,,,,,
/title/tt2334733/,Madame Bovary,(2014),R,118 min,"Drama, Romance","Bored in her marriage to a country doctor and stifled by life in a small town, the restless Emma Bovary pursues her dreams of passion and excitement, whatever they may cost.",,,,,,,,,
/title/tt3399024/,Samba,(2014),R,118 min,"Comedy, Drama, Romance",Senegalese Samba has worked 10 years in France. He's arrested and befriends the woman helping him with legal matters as volunteer after a burnout at work. He's released after being told to leave France. Chemistry?,,,,,,,,,
/title/tt0458413/,A Long Way Down,(2014),R,96 min,"Comedy, Drama","Four people meet on New Year's Eve, and form a surrogate family to help one another with the difficulties of their lives.",,,,,,,,,
/title/tt1976000/,The Two Faces of January,(2014),PG-13,96 min,"Romance, Thriller","A thriller centered on a con artist, his wife, and a stranger who flee Athens after one of them is caught up in the death of a private detective.",,,,,,,,,
/title/tt2764784/,Phoenix,(II) (2014),PG-13,98 min,"Drama, History, Music",A disfigured Holocaust survivor sets out to determine if the man she loved betrayed her trust.,,,,,,,,,
/title/tt3254796/,Big Stone Gap,(2014),PG-13,103 min,"Comedy, Romance","In a small town nestled in the Appalachian Mountains of Virginia, self-proclaimed spinster Ave Maria Mulligan finds her life shaken up and forever changed after learning a long-buried family secret.",,,,,,,,,
/title/tt1179031/,Cold in July,(2014),R,109 min,"Crime, Thriller","When a protective father meets a murderous ex-con, both need to deviate from the path they are on as they soon find themselves entangled in a downwards spiral of lies and violence while having to confront their own inner psyche.",,,,,,,,,
/title/tt1921149/,Trash,(I) (2014),R,114 min,"Adventure, Crime, Drama","Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.",,,,,,,,,
/title/tt3344922/,Hungry Hearts,(2014),Unrated,109 min,"Drama, Romance, Thriller",The relationship of a couple who meet by chance in New York City is put to the test when they encounter a life-or-death circumstance.,,,,,,,,,
/title/tt2800038/,Atlas Shrugged: Who Is John Galt?,(2014),PG-13,99 min,"Drama, Mystery, Sci-Fi","In a post-apocalyptic America, the iron fist of the totalitarian government seeks to crush one mysterious man named John Galt, who has the power and influence to change everything..",,,,,,,,,
/title/tt3089778/,The Treatment,(2014),Not Rated,131 min,"Mystery, Thriller",,,,,,,,,,
/title/tt3365778/,Breathe,(2014),Not Rated,91 min,Drama,"Charlie is an average French suburban teenager, but when she becomes fast friends with Sarah, the rebellious new girl at school, she discovers there's nothing average about how she feels.",,,,,,,,,
/title/tt1568343/,The Humbling,(2014),R,112 min,"Comedy, Drama, Romance",A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.,,,,,,,,,
/title/tt3360038/,Speed Walking,(2014), ,108 min,"Drama, History","Martin (14) is forced to deal with confused sexuality and the loss of a mother in a provincial setting in the mid-seventies, where the famed Danish liberation of porn has had its influence on the grownups.",,,,,,,,,
/title/tt1706598/,Every Secret Thing,(2014),R,93 min,"Crime, Drama, Mystery","A detective looks to unravel a mystery surrounding missing children and the prime suspects: two young women who, seven years ago, were put away for an infant's death.",,,,,,,,,
/title/tt1361318/,Good People,(2014),R,90 min,"Action, Crime, Thriller","Discovering a stash of cash in their dead tenant's apartment, a couple in debt take the money and find themselves the target of a deadly adversary - the thief who stole it.",,,,,,,,,
/title/tt3026144/,The Sound and the Fury,(2014),TV-MA,101 min,Drama,"A look at the trials and tribulations of the Compson family, living in the deep south during the early part of the 20th century.",,,,,,,,,
/title/tt3230082/,The Blue Room,(2014),R,76 min,"Crime, Romance, Thriller","In their blue hotel room, a clandestine couple of two married lovers plan an impossible future, as death shutters their already frail tranquillity. Now, the noose tightens more and more around innocents and sinners; but, was there a crime?",,,,,,,,,
/title/tt3108158/,The World of Kanako,(2014),Not Rated,118 min,"Drama, Mystery, Thriller","As former detective Akikazu searches for his missing daughter, Kanako, he soon learns she has a mysterious secret life.",,,,,,,,,
/title/tt2372678/,2 States,(2014),Not Rated,149 min,"Comedy, Drama, Romance",This movie chronicles how Chetan met his wife and the difficulties they faced due to their cultural differences.,,,,,,,,,
/title/tt3125472/,Coming Home,(2014),PG-13,109 min,"Drama, Romance",Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer recognizes him.,,,,,,,,,
/title/tt3950078/,The Taking of Tiger Mountain,(2014),Not Rated,141 min,"Action, Adventure, Biography",A story focusing on a conflict between a People's Liberation Army squad and a bandit gang in north-east China during the Chinese revolution.,,,,,,,,,
/title/tt3508590/,Painkillers,(2014), ,98 min,"Drama, Romance","Caspar goes searching for his father, when he learns that his mother is very ill.",,,,,,,,,
/title/tt2381046/,Jamie Marks Is Dead,(2014),Not Rated,101 min,"Drama, Fantasy, Mystery","Based on the novel ""One For Sorrow"" by Christopher Barzak, Jamie Mark is Dead is the story of a murdered high school boy who returns as a ghost looking for the love and friendship he never had when he was alive.",,,,,,,,,
/title/tt2058617/,Gentlemen,(I) (2014), ,141 min,"Drama, Romance, Thriller","Beaten up, bruised, and scared, a young writer hides in a Stockholm apartment, writing the story of its disappeared inhabitants: the flamboyant and charismatic Morgan brothers.",,,,,,,,,
/title/tt1667061/,Alongside Night,(2014),PG-13,112 min,"Action, Adventure, Drama",,,,,,,,,,
/title/tt2551396/,Come Back to Me,(2014),R,96 min,"Fantasy, Horror, Mystery","Sarah and Josh are married suburbanites. After a car accident, Sarah suffers blackouts. As her life spirals she hides a camera in her home and unlocks a horrific secret with far-reaching consequences.",,,,,,,,,
/title/tt3894190/,Black Souls,(2014),Not Rated,109 min,"Crime, Drama","The story of three brothers, the sons of a shepherd, close to the ndrangheta and of their divided soul.",,,,,,,,,
/title/tt3246908/,The Boxcar Children,(2014),G,86 min,"Animation, Adventure, Family",Four children set out on a journey to find a new home.,,,,,,,,,
/title/tt3465456/,The White Haired Witch of Lunar Kingdom,(2014),Not Rated,104 min,Fantasy,"Story of two lovers, the White-Haired Witch and Taoist leader Zhuo Yihang and their love that could change the fate of the nation.",,,,,,,,,
/title/tt1290393/,The Clockwork Girl,(2014),TV-PG,84 min,"Animation, Adventure, Fantasy","A nameless robot girl has recently been given the gift of life from her creator, while exploring the wonders of an ordinary world she meets an amazing mutant boy and they share a friendship that must overcome their warring families.",,,,,,,,,
/title/tt2200989/,Beatles,(2014),Not Rated,114 min,Drama,"Four friends growing up in Oslo in the sixties, who occasionally think of themselves as the Fab Four. Based on the best selling book by Lars Saabye Christensen.",,,,,,,,,
/title/tt3315310/,The Key,(V) (2014), ,85 min,Drama,An erotic exploration of marriage and lust.,,,,,,,,,
/title/tt3469964/,Blind Massage,(2014), ,114 min,Drama,A drama centered around the employees of a Nanjing massage parlor who share a common trait: they are all blind.,,,,,,,,,
/title/tt1718763/,Desiree,(2014),TV-MA,93 min,"Crime, Drama, Thriller","An inspired experimental chemist, wakes up in a New Orleans jail, accused of arson that's linked to an illegal drug-manufacturing ring. Suffering from amnesia, he's unexpectedly released on bail, determined to find his missing girlfriend.",,,,,,,,,
/title/tt3640822/,Diary of an Ugly,(2014),TV-PG,110 min,"Comedy, Drama, Romance","A poor, self-described ugly girl takes a job as a personal maid for a rich, handsome young man. The two don't get along, but as they get tangled in their classmates' games of affection, their relationship becomes more complicated.",,,,,,,,,
